paperid,referenceids,date,title
236647888,"[30787795, 175072600, 243381326, 462884367, 407753987, 52726731, 223980646, 210700650, 373707557, 344936835, 45234047, 51339113, 83779758, 325267019, 44471592, 362193622, 163491439, 99586982, 88588018, 96820639, 318322299, 134978027, 427947217]",2005-06-01,"Science and technology in the region: The output of regional science and technology, its strengths and its leading institutions"
416142803,"[383934182, 63973894, 113689355, 287419436, 376506922, 374889145, 182664131, 214063566, 457326163, 338689593, 13896203, 64379117, 244367023, 9823163, 241432850, 397855218, 411111829, 99386081, 137554180, 184066032, 34281687, 145073746, 169308470, 492757964, 364353429, 425323718, 122026287, 153318236]",2013-01-01,"OM3: Ordered Maxitive, Minitive, and Modular Aggregation Operators: Axiomatic Analysis under Arity-Dependence (I)"
28079579,"[188591362, 294558976, 163579462, 283297866, 458352534, 71567767, 280336974, 306154949, 418690665, 125687490, 456795276, 3516962, 327727902, 234759535, 96771162, 448800454, 387281435, 109357306, 463668489, 470771183, 26152260, 298174868, 145050607, 38471820, 335471343, 337083405, 370507163, 145073746, 69012796, 367301077, 60583134, 261259540, 3699332, 392020411, 138154422, 208864485, 308559187, 483832870]",2008-06-01,Study of different h-indices for groups of authors
170681822,"[455200624, 467205028, 156503304, 51502800, 420898937, 470449237, 108750562, 405309512, 272160874, 101563391, 450319632, 7271395, 474274076, 251493840, 406998738, 390727930, 196669016, 384094250, 312897962, 52726731, 444414055, 49793818, 383943894, 303474307, 116797623, 465573305, 343479368, 460324503, 83636685, 157716091, 113658214, 274189536, 231151676, 273366809, 144443869, 141983486, 450181889, 71896014, 141366985, 455042793, 36471715, 369210439, 395983874, 220873012, 371377394, 68454727, 48494285, 194444863, 444079698, 297576383, 471273673, 233830441, 249568477, 325267019, 11555052, 115644777, 333352759, 373682622, 482689971, 96912724, 122421460, 247548594, 386940200, 316484418, 377434869, 281353307, 428959884, 152660823, 161414711, 14731750, 24803441, 251541217, 79207540, 193640573, 92938241, 119233003, 433680319, 41594874, 34913533, 375169896, 189832004, 88588018, 98600116, 149666527, 291821365, 469367813, 240665267, 200086642, 277646026, 31933287]",2014-01-01,"Referenced Publication Years Spectroscopy applied to iMetrics: Scientometrics, Journal of Informetrics, and a relevant subset of JASIST"
405444064,"[448275003, 141722614, 323423086, 425322616, 83312397, 384990101, 394131465, 390089410, 26748848, 4545557, 175236098, 260134362, 252764122, 405173132, 148912188, 490308031, 312233408, 380956482, 294567386, 318092669, 381201259, 163977473, 328206105, 431559220, 282657269, 284780250, 361811031, 273209731]",2010-01-01,Indigenous knowledge research in Kenya and South Africa: an informetric study
319436260,"[495353759, 151108023, 359098385, 137290076, 428662565, 479581759, 34548334, 167069426, 493051567, 172095785, 248727777, 197708500, 262393919, 236103510, 359718959, 463652506]",2006-12-01,A note on growth of superconductivity patents with two new indicators
60601829,[],2018-04-19,Co-authorship network analysis of Mexican bibliometrics :: Brapci 2.0
11003366,"[469821765, 146141104, 249310946, 48747336, 165186214, 42485277, 223831432, 132042133, 287539302, 227504092, 134023295, 335624254, 347122891, 488115077, 406957631, 417895049, 171687677]",2004-01-01,Information management or knowledge management? An informetric view of the dynamics of Academia
203937262,"[178449977, 200229364, 163941286, 429959951, 246128796, 483186652, 315641264, 377152343, 126581049, 324400048, 421804845, 457652372, 321704850, 284157854, 355132798, 38492329, 158263076, 420532827, 463377382, 333352759, 214344399, 404663550, 146772869, 444571000, 388980001, 29813335, 263900451, 397178694, 70241350, 336462647, 393523371, 380558958, 200763479, 48402953, 298759020, 314120793, 442711836, 11999335, 349543012, 186796437, 326124373, 434483192, 305450118, 69664350, 276799858, 344180912, 198323841, 63949571, 175438088, 285621738, 463862145, 475383454, 323944406]",2018-05-01,Author-level metrics in the new academic profile platforms: The online behaviour of the Bibliometrics community
246969842,[],2017-01-01,"Are Scientometrics, Informetrics, and Bibliometrics different?"
428021235,[],2012-10-01,"Measuring author research relatedness: A comparison of word-based, topic-based, and author cocitation approaches"
493635065,[],1999-01-01,Adding values to the reteieved information
84674042,[],1988-01-01,Informetrics 87/88: select proceedings of the First International Conference on Bibliometrics and Theoretical Aspects of Information Retrieval
252724736,"[474103053, 232695984, 426086101, 330340777, 105461450, 167718756, 82259417, 295082802, 254903201, 340256020, 417161152, 198030291, 444624992, 159358264, 438831257, 485309904, 399321102, 59628675, 142188727, 294318461, 373918374, 35441687, 272439538, 145073746, 151917553, 85646822, 410247920, 24568519, 32187485, 382586447]",2015-11-01,Scientometric mapping of research on `Big Data'
19047936,[],2001-12-01,"Report on the 8th international conference on scientometrics and informetrics in Sydney, Australia"
240137733,[],2012-01-01,The 13th International Conference on Scientometrics and Informetrics - Preface
381441542,[],2018-01-01,The Informetric Laws
454792713,[],2018-01-01,Timeline of Informetrics
22377996,[],1994-06-01,Puberty or mid-life crisis
217454096,[],2013-01-01,Analysis of the visualization of the researches on China's competitive intelligence
12326417,[],2014-01-01,Making use of informetrics to promote the development of scitech journals:a case study of Chinese Journal of Natural Medicines
298976787,[],2012-10-01,"The 7th International Conference on Webometrics, Informetrics and Scientometrics & 12th COLLNET Meeting"
192001563,"[14702867, 44511812, 456243483, 65311187, 335072574, 398418892, 363615647, 250838136, 290165188, 206377463, 33622981, 130774250, 53641855, 118709934, 396840953, 178805382, 52076566, 226050389, 87585230, 85993936, 398028011, 279470303, 230383900, 234950692, 485244554, 405684896, 170044394, 130459809, 395834930, 142510210, 88588018, 83167957, 394787495, 5279050]",2006-06-01,Sample size and informetric model goodness-of-fit outcomes: a search engine log case study
177714725,"[12739510, 14245729, 5305756, 200804104]",2010-01-01,Study of some Editor-in-Chief decision schemes
9516582,"[489919242, 305441327, 280336974, 254903201, 448098548, 340707344, 339005445, 174944940, 262533623, 1687609, 229159924, 336847618, 357667746, 145073746, 443090704, 60583134, 230438366, 423181685, 246611395, 159400126, 367373212, 161462892]",2013-10-01,Where are citations located in the body of scientific articles? A study of the distributions of citation locations
391833126,"[386423698, 280336974, 340256020, 9634229, 120286434, 385465324, 127545558, 357012228, 145073746, 483633858, 276307892, 126891197]",2014-02-01,The zynergy-index and the formula for the h-index
128628265,[],2001-10-01,"ISSI-2001 in Australia, July 2001: A Report of the 8th International Conference on Scientometrics and Informetrics"
202999340,[],2020-01-01,"INFORMETRICS ANALYSIS OF AHMADU BELLO UNIVERSITY, ZARIA INSTITUTIONAL DIGITAL REPOSITORY (IDR)"
366847534,[371334201],1991-01-01,"Introduction to informetrics: Quantitative methods in library, documentation and information science: L. Egghe, R. Rousseau. Elsevier Science Publishers, Amsterdam and New York (1990). xi + 450 pp., $110.25, ISBN 0-444-88493-9"
187344434,"[261078363, 46079626, 337469744, 330132532, 485329542, 131086104, 392512448, 118312728, 107108753, 96771162, 258749182, 234189966, 362428210, 334838170, 286194848, 286429539, 159400126]",2010-12-01,Indicators are the essence of scientometrics and bibliometrics
272082485,"[463974325, 293765895, 28614708, 236825464, 304076416, 245258888, 447320957, 456407470]",2010-10-22,Convergence and divergence in tagging systems: an examination of tagging practices over a four year period
46159414,"[456991833, 469821765, 194128959, 460103791, 139478986, 433403899, 251327923, 419820474, 41123061, 443394678, 253870772, 265458685, 470727403, 327077381, 170767305, 453796948, 364887194, 341353140, 47039431, 91375062, 361043610]",2017-02-01,"Trends and patterns of medical and health research at Moi University, Kenya, between 2002 and 2014: an informetrics study"
150951478,"[263532612, 370733210, 17408281, 273945379, 316274320, 30300440, 21627642, 214388679, 95296204, 311024123]",2017-07-09,HCI Research and History: Special Interests Groups on Facebook as Historical Sources
218854967,"[254179780, 450319632, 339368169, 137095038, 260339476, 170681822, 450891532, 83646464, 464315651, 247548594, 14731750, 214124764, 486980194, 451198995, 263571137, 144804041, 246172853, 100478001, 106762871, 212226317, 171136107, 128660776, 58304071]",2020-01-01,Origin and Impact: A Study of the Intellectual Transfer of Professor Henk F. Moed’s Works by Using Reference Publication Year Spectroscopy (RPYS)
47662649,"[183256648, 83646464, 205004165]",1999-11-01,"OPHTHALMOLOGY AND OPTICS: AN INFORMETRIC STUDY OF AUSTRALIA'S CONTRIBUTION TO FIELDS IN THE VISION SCIENCE DOMAIN, 1991-95"
73479733,[],2020-01-01,Informetrics Education in Library and Information Science (LIS) Academic Department in South Africa
461665853,[],2021-01-01,Essential Problems of the Integrative Development of Information Metrology Discipline Group
176023118,[],2001-01-01,Papel de la informetría y de la cienciometría y su perspectiva nacional e internacional
223913550,[],2009-01-01,Institutional Repositories: Investigating user groups and comparative evaluation using link analysis.
260576848,[],2017-01-01,Application of Informetrics in Science and Technology Management and Forecasting
346195537,"[367261422, 481989079, 19230655, 170767305, 159126034, 102602472, 67783051, 257229451, 472486286, 366690615, 139877800, 122883150, 428614909, 393890205, 438778924, 389443010, 27939709]",2013-03-01,Scientific publishing in Benin as seen from Scopus
110122577,[],2015-01-01,Лидеры отраслевой науки: многофакторное картирование
145073746,"[316730381, 128592821, 482755461, 402265211, 114131769, 121072281]",2005-11-15,AN INDEX TO QUANTIFY AN INDIVIDUAL'S SCIENTIFIC RESEARCH OUTPUT
392861270,[],2010-01-01,Longitudinal Analysis of Information Science Research in JASIST 1985-2009
395818588,"[287522772, 36470034, 496198365, 86755272, 250158791, 66973189, 392228948, 259010076, 497218227, 134576381, 214906287, 50425471, 73519871, 119457297, 494566738, 395623502, 140862710, 164719, 444877970, 460324503, 52928312, 120782282, 325591884, 217978798, 358064156, 429009067, 492174982, 450731643, 73240679, 296233669, 454645639, 333352759, 329556057, 79530044, 183762692, 3101036, 59019903, 435514105, 462169900, 144534549, 76431453, 254586665, 268620824, 323873398, 245667435, 422147827, 122964695, 474775599]",2002-12-01,"Social network analysis: a powerful strategy, also for the information sciences"
349505118,[],2003-01-01,Token-taken informetrics
484742751,[],2013-01-01,Analysis of output and international academic influence of academic papers of Chinese Academy of Agricultural Sciences - based on web of science database.
76162657,"[312278508, 487807726, 125895840, 179184774, 76822068, 235860107, 39452824, 31190133, 481775023, 177085420, 480762520, 61580270, 285026078, 157011250, 374225921]",2000-09-01,Co-authorship in the academic library literature: A survey of attitudes and behaviors
456758883,"[251493840, 403637369, 461277802, 354283544, 419287321, 340707344, 83118939, 376935515, 273378935, 40736468, 48838458, 48494285, 388197099, 255635242, 234535580, 463651055, 119233003, 488238056, 257151612, 25878861, 98600116, 266852277, 405307908, 430904869, 116618365]",2003-02-01,Self-citation and self-reference: credibility and promotion in academic publication
444335715,[],2018-09-09,What indicators matter? The Analysis of Perception toward Research Assessment Indicators and Leiden Manifesto- The Case Study of Taiwan
491292262,"[166018217, 292798918, 461504334, 323395085, 309389794, 189472360, 274189536, 243927119, 141983486, 410569993, 360511362, 405525495, 257899937, 325267019, 98208423, 255654812, 255154173, 388051883, 180736029, 297939457, 303947625, 88588018, 445913118, 332110940, 89514217]",2007-04-01,On the behavior of journal impact factor rank-order distribution
369010284,"[46159292, 321115872, 161905136, 1061187, 236597162, 66138451, 9649958, 436244349, 240148303]",2015-03-30,도서관마케팅 프로모션의 연구동향에 관한 연구
86410872,"[223984385, 178512898, 296456650, 499292299, 223319058, 463652506]",2004-03-31,A Study on the Forecasting Model of Technology Life Cycles by Analysis of US Patent Citation
129332857,"[486531354, 431607325, 154636195, 398836909, 134053832, 167148773, 287119394]",2012-04-01,Informetrics of a Veteran Library Scientist and Academician Prof (Dr.) K. C. Panda
